method,aceticanhydride_forward,aceticanhydride_reverse,amide21_forward,amide21_reverse,amide22_forward,amide22_reverse,basicepoxide1_forward,basicepoxide1_reverse,basicepoxide2_forward,basicepoxide2_reverse,borohydride_forward,borohydride_reverse,carbonate_forward,carbonate_reverse,cl2co_forward,cl2co_reverse,diazonium_forward,diazonium_reverse,epoxide1_forward,epoxide1_reverse,epoxide2_forward,epoxide2_reverse,ester_forward,ester_reverse,furan1_forward,furan1_reverse,furan2_forward,furan2_reverse,furan3_forward,furan3_reverse,imine_forward,imine_reverse,iminium_forward,iminium_reverse,lactone_forward,lactone_reverse,Average
LRC-wPBEh,-0.1434055593179578,-0.006576058145063917,0.15834053168750137,0.04927088899908831,-0.08163956474649428,-0.026887051099203405,0.09587572391645074,0.0660913941685998,0.13336781388961846,0.11807550529483096,-0.05524584370055481,-0.03087047949429286,0.015784140300608228,0.09489486948602215,-0.19099901025345511,-0.07578460969883545,0.22611124238047997,0.17424377751511744,0.006232835255829798,0.06112392383552987,0.009374397276268655,0.053192769238824184,0.02063482609915295,0.05762171227034426,0.1104272007774216,0.05095112990623333,-0.0568978365180662,0.029637754066312597,-0.1448655312043229,-0.15450654416779583,-0.046836600058426776,0.1316344211984736,-0.25002971023672904,-0.08339946683047277,0.012193887073531938,-0.01239111820954612,0.008742937804306194
M11-D3(0),-0.07949300670127772,-0.12066580921938053,-0.14076234436789084,-0.11484551890751185,-0.007763955306635751,0.0213520344421607,0.22749430511613297,0.06435657217867301,0.21449485325995232,0.10095760540645991,-0.06389705797797787,-0.09964291467999126,0.14139252597616228,0.17596178526815676,0.02681757987678484,0.003479349465256701,-0.03424116331403095,-0.06846259855468154,-0.008679362970395028,0.031867709578093074,0.08146186126795549,0.08190493237295808,0.008901444574218898,-0.11045937756651074,0.0013104827163614118,0.07661331687659599,-0.03974495093363906,0.04694444120353256,-0.06197668157927287,-0.02032242047510482,-0.07674346065964742,0.018430812085129134,0.0008732157120534965,0.041778638583087606,-0.027673311933377364,0.0927232546220615,0.01065952181762392
CAM-B3LYP,-0.0559971111240625,0.0543957938484024,0.18180196130832865,-0.018188879134254717,-0.09185459369242276,0.07803942157323852,0.08241139258214845,0.03395328584253939,0.11104192143450864,0.07427261266086004,0.0035058791473217186,-0.04894220153906227,0.03931950057214025,0.07884055709926745,-0.030173097355280336,-0.009168887491918578,0.09463603260537942,0.09323008451227799,-0.05940577183668162,1.696996296444695e-05,-0.025276204918026565,0.020914875953609035,0.033047423218853,-0.059622697223987726,0.02139274353906195,0.017828785244070094,0.0016193485524344851,-0.029569052235308074,-0.04642085210808791,-0.03339108172718186,-0.07110664908249079,-0.008016954396745803,-0.054672225969091735,-0.03435925590305508,-0.01882699736023625,0.07699488854623178,0.011174193475159532
MN15,-0.0066709709685537745,0.029722531740442287,-0.06424867405218035,0.029728442485278516,0.08460209431666768,0.053189456797897515,0.14160861502857286,0.08343449560228254,0.1351758454311356,0.10483378226147765,-0.03997835438644361,0.038987410274517735,0.0807437821461546,0.08069165340144406,-0.13934778930501868,-0.01044620693439274,0.05744543397844881,0.020411042031288174,-0.0056443068178498946,0.026109532434987003,0.02444633186351914,0.05244117948691567,-0.004650357806868658,0.022497952811152973,0.07816840445092293,0.024563742799642126,-0.032070432715316816,0.02313399544736835,-0.0249662197001374,-0.07397952433252901,-0.05640309970660316,0.08337315020235231,-0.18175225858075422,-0.1196039542529302,0.011893701792623074,-0.038984555478961284,0.013568218659626438
M08-SO-D3(0),0.0755819047023532,0.03178380073380238,-0.25099984285166255,-0.06073979158198126,0.09962639262690702,0.08285139303100138,0.19526185214549543,0.14249261609434696,0.17030220085858505,0.15150181490191747,-0.08054256524113106,-0.0349145860609923,0.15421665742511684,0.19882339671800361,0.031026116770866613,0.08249324403309888,-0.08464382998959133,-0.13144623833036073,-0.06939541964117348,-0.005554594119577371,0.0330729062181853,0.09000746958618196,-0.03366344636973248,-0.10095375798380622,-0.03303811375629282,0.05271188436144237,-0.0022898574977057023,0.045262531782818576,-0.06269272780113745,0.062153474385783204,-0.033844119841712476,0.08305771021059803,-0.03988882474059605,0.003752002345751805,-0.010048477270120782,0.05457763381661828,0.022386133601980565
wB97XD,-0.005016074301392734,0.08501233048468575,0.10488547791764026,-0.04281571315281709,-0.04368998303019513,0.12941665909946237,0.10599979875765256,0.055325043210366645,0.13472721107982172,0.09840158962562108,0.015964036313122716,-0.04365326321970144,0.0731612602296036,0.12164086202784384,0.010431609502920674,0.01691674967934273,0.09018872111873626,0.04917251766365182,-0.04729926759191746,-0.011853663143683388,-0.005291820780012074,0.019674504148181542,0.03218408440968066,-0.0713927950930613,0.05504663296772692,0.04284688109517945,-0.007631381847518833,-0.02009538972031411,-0.0878986421796226,-0.01744907078852831,-0.03858979888546727,0.05767602923735614,-0.07217102831347462,0.00616705491328338,-0.02109449339019658,0.0877931448707529,0.02379693924763139
wB97XV,-0.03959303700481213,0.00846079278488902,0.030672357320416496,0.02952778834385938,-0.009309413163472358,0.037144477921631704,0.1298704633424556,0.07362585531045787,0.15332603154709493,0.11307101318247684,-0.031232360082780793,-0.007824339377197521,0.06870724657579433,0.10033498073952186,-0.08393069835286551,0.012253355186687213,0.035522928758662704,0.0702994377390761,-0.0049386907257432545,0.03218062162859636,0.017013706664939673,0.04480039524111269,0.018550966204380723,0.029355130371961902,0.05856114310490588,0.04166406684470071,-0.04384189659552665,0.019800345882541193,-0.06978328937470667,0.040662574624778895,-0.014284606337957343,0.1466966494797494,-0.13549018465203913,-0.01733045158126531,0.02850563835147715,0.02204328396878866,0.025141452329794183
M11,-0.06047056732018843,-0.0346308346700612,0.051294358984170264,-0.06102401193381757,-0.03289702476583738,0.06760934637673854,0.23825407907800691,0.039881430831597495,0.2509449616624242,0.09024823240122597,-0.05730968416954252,-0.10669945384124077,0.14214550078946048,0.15187347030057166,0.030149177698691985,-0.0013062405423253495,-0.019277696087095956,-0.03750536430607099,0.025066963585627742,0.018863849554213972,0.11096007194798026,0.0672320448022272,0.027353489469957026,-0.08657101468839021,0.06627309060407648,0.07181948726008582,0.013139033511575327,0.0010655146723368035,-0.020720642649371235,-0.019018425697178702,-0.05186125581762574,0.005370703376731399,0.02367018648189412,0.028840243745041336,-0.01994782132041796,0.08072117956803224,0.027598232747041755
M06-SX,0.05780453109150127,0.09410371364623056,-0.022199022805208496,-0.06377960156780484,0.057770750497214515,0.2214363429748179,0.13876229714580274,0.06759302806515564,0.14720654687839993,0.10205963717485696,0.004539506898056078,0.026935002293949236,0.0712913309158804,0.12255181262371696,0.05992882773230017,0.023897281957430506,-0.022024422968094974,-0.13373873891615815,-0.013907829394834393,-0.05330072338073397,0.04844136071147646,-0.01044847211254081,0.007371072716083632,-0.03990192080065238,0.11702581017350822,-0.033253581389313024,0.04437130154339546,-0.059076805955407534,-0.050516445364395354,0.017980419635640715,0.0369047391915064,0.08404947050121186,0.007159775657009704,-0.015951864912707846,-0.015460917247849239,-0.0066898264998015294,0.028303732964156746
wM06-D3,-0.0006333980539254868,0.026286028525602297,0.07157099900115425,-0.048524928822897315,-0.030410700100489272,0.107217988102133,0.18511225029108008,0.023055454844151904,0.1925571804065814,0.05799051908844024,-0.011271394074353675,-0.04297021898416728,0.0895416060037705,0.12997525669527346,0.01755953777425498,-0.011857893549748678,0.005416760979225944,0.04993716616783918,0.013453410179467346,0.014408143349734542,0.05606059352746966,0.045603205011563855,0.03182472521952621,-0.08925852411803306,-0.002444382995704734,0.08263624461346912,0.012624242805681514,-0.01788491790007827,-0.0030197738910673027,0.048925683587289076,-0.008344697860721005,0.038969204001768926,-0.03575023475218308,-0.03101384284927629,-0.024207768710827988,0.09288313248179882,0.028778240444272303
MN12-L-D3(BJ),0.11992531914341353,0.1735490150249294,-0.07439392752538597,-0.030784595370276578,0.13004980179244374,0.2001069319877908,0.08479553027746727,0.19209616830778525,0.03940873816179466,0.17596868942431226,0.07320141209731151,0.12107499573637778,0.09334431207773629,0.07461715734007947,0.010482527476880159,0.12824240483349145,0.021645933821574124,-0.08244175597148903,-0.09448346239563145,-0.02595400381028693,-0.017944972116337294,0.03021933254152731,-0.006654254283008652,-0.057524739100693924,0.068395038297275,-0.06151834828856698,0.03677325824416032,-0.021836576456212446,-0.03344777089931364,-0.05853154724464537,-0.002584213191477403,0.07291963510520967,-0.07369168570090943,-0.04555543541371453,-0.029539439813577657,-0.06309653892470808,0.02963424819959235
MN12-L,0.12057001163103132,0.18188374983590225,-0.06721859699848348,-0.027997266360570157,0.13081762314603693,0.2029498293972496,0.08533671604219158,0.1916936491149849,0.04088785190552079,0.17604750452534643,0.07337131191548298,0.12156127433895614,0.09412646023350314,0.07368061986407105,0.009589490148607637,0.12876231401115765,0.023737671418409913,-0.07738625064782942,-0.09282516702621435,-0.025261005643325802,-0.01721457188118684,0.030020711089681188,-0.006406774764075442,-0.055197873239005095,0.07612878756941595,-0.06065863675994315,0.03903639772741176,-0.023629274373575936,-0.03224688555771145,-0.05655298458313143,-0.0018431977888403537,0.07449180095176097,-0.07396034385339324,-0.045422605686461746,-0.02783822390146779,-0.06319902521851867,0.031106530293971882
wB97XD3,0.0028078399454863076,0.0826118904390998,0.09834637985508737,-0.017026440780235103,-0.027407995581422383,0.13201441444803957,0.13754021140268824,0.05874210388134319,0.1643126996049507,0.10494147409736068,0.00297139554976352,-0.032480567147928255,0.09302188419981731,0.13272088695700343,-0.011324751072398023,0.020343222768702617,0.059091291017298535,0.053190367950977355,-0.025174685073456056,-0.0037897062528013635,0.016365150157622133,0.026813183641016793,0.03105472695375288,-0.04671878195097909,0.06258787791472815,0.04954143244607377,-0.010025574157081326,-0.01093937404039524,-0.07225251439739348,0.009433318896493098,-0.02630500010701556,0.08627897669476074,-0.07463597298273228,0.0009194534319408661,-0.005701336388745085,0.07879109673574247,0.03168496052936573
M06-HF,-0.2424871103474137,-0.151710177092035,0.10657053841979838,0.23877676306058282,0.008072450911025817,-0.3592252862031156,0.06995067754472917,0.15013959093314708,0.15996690840990008,0.23788788726140783,-0.2515662360096271,-0.09447102075570898,0.034486015781980885,0.13916096001417863,-0.29785039014957526,0.07328521375840469,0.02756319153047656,0.3254907116178801,0.06326498266221935,0.3088720689135186,0.02669480712340236,0.24516922617173614,-0.0034470833057922506,0.22436845573419875,0.033460030713414815,0.26560007089660004,-0.25458657856761907,0.2348954613130715,0.044040358698715955,-0.3606176063611594,0.06733956081847067,0.21356776428195426,-0.218807853287507,-0.022306728192510027,0.04569426066917605,0.06338776267004227,0.03196193471216582
M06-HF-D3(0),-0.24034650651799164,-0.1532390006205604,0.10761100167477831,0.23782605660901718,0.0064262401230767525,-0.35723439949708696,0.0707452857990251,0.14868234699171864,0.16016508087375406,0.23607258755633118,-0.24989103964006007,-0.09445833480123611,0.034518533404481154,0.13900238557940073,-0.29425203080610257,0.07348325833064992,0.022877875534100735,0.32348131027433963,0.06453663124827096,0.3072628846797914,0.02830983636807332,0.24334471268692054,-0.001882177458848105,0.2220162723873354,0.0305699106398724,0.26551645298476023,-0.2547852326721811,0.23432254161268498,0.04697615310518536,-0.3609630768539249,0.06853042148006346,0.2127387635391079,-0.21394355158714973,-0.023036088952964544,0.04533814779781175,0.06449617823157071,0.03196720639177821
M08-SO,0.0946043440803489,0.11781877528312171,-0.05983613601429918,-0.007515536744470103,0.07435019120307682,0.1291968617364143,0.20588260034474232,0.11812847548966826,0.20609254709954897,0.13993843659645328,-0.0737764424670921,-0.04139134824810121,0.15462904346898995,0.1740602254231633,0.03319162175328056,0.07770329747571436,-0.06783834962935481,-0.0994302710954556,-0.03459450983523429,-0.01901375256606997,0.06298244714257606,0.07466429448374562,-0.015132284326830224,-0.07758060486611075,0.033045995656341746,0.04868582983715975,0.05011118446178295,-0.0010273304285222822,-0.021062785186916302,0.06384086690593602,-0.009679642885924494,0.07081924700422652,-0.01649306439281029,-0.009607864424297759,-0.0023229839332659366,0.0425755587641358,0.039333859365713104
BMK-D3(BJ),0.04970265783745907,0.08724594560026462,0.029336174175685507,-0.039858467998581226,-0.007450972506003234,0.1535213253979353,0.0597410310131026,0.08058571508756031,0.07631231638219552,0.11068206995400377,0.03477993300437891,0.0845782034551035,0.08989352559819286,0.13565736436981435,-0.03377899697962198,0.045867703727755636,0.1422700128019008,0.05205189739735396,-0.01961835393457134,0.03596097625955635,0.0036814866772574306,0.05386047713017624,0.03492819627526167,-0.06189051978884159,0.10540197630025394,0.08377135455915614,0.009379751390518892,0.01772788756134869,-0.08938756018979147,0.06723298832805419,-0.007118595715214235,0.10826407085627344,-0.062174762697501995,0.025525438073421437,-0.002702226495963953,0.09240441864807963,0.04295512337655483
rCAM-B3LYP-D3(0),-0.04738494792416175,-0.0015776940395300814,-0.08511300139576426,0.03622791530918988,0.0254002867483355,-0.03705518936063911,0.16930666098438982,0.2031121702539812,0.16739100283508215,0.23589938699559831,-0.022417074668678476,0.02947128981115265,0.13598739770101037,0.23598039470717425,-0.14014587517719906,0.07041121099894754,0.09575497625636045,0.21247301623085363,-0.05713411518404209,0.15482128031873402,-0.02721570017488682,0.17527114244476855,0.013863982147645107,0.03258693310720941,0.014602761810622486,0.13370047756955195,-0.10367952573608276,0.11932476516644881,-0.09283236288202813,-0.021550734907082928,-0.06721373993869381,0.17835961410729262,-0.19085283103327438,-0.014693147183459354,0.03523551554197079,0.10705086490170794,0.046482419620625125
wB97X,0.04547005246093776,0.12142980969785978,0.08218975260360105,-0.020251301891456967,0.010080630459850033,0.16700396184171043,0.1871631082018421,0.06658036942070625,0.21104653213316285,0.11288081638192786,0.007982369418037275,-0.01646224455840776,0.13011361292563803,0.15091967535528553,0.008697361676433275,0.04627690331976037,0.03510830865648957,0.03798116545565511,-0.010202801362269873,0.006686486824560803,0.0324078378341084,0.03868952570150045,0.040925333047111,-0.056305850697295635,0.0654989426003782,0.06277498661753461,0.0176106556629598,-0.015942834840459025,-0.04734774042037458,0.08020294839039199,-0.03703764974467201,0.08634485549506789,-0.050825900021280464,0.02455997215959478,0.004030407207112569,0.1055423410763619,0.04810617775248231
M06-2X,-0.038102627811153325,-0.011521564105156187,0.0024465979619880274,0.0567013345646858,0.015656496665329495,-0.0031167884172153435,0.17935479969178575,0.1372631809422473,0.20137175560245657,0.17637223176699734,-0.0721927498722872,0.00197422181239329,0.09968099542041932,0.19285021686179626,-0.08744772826656969,0.020736348593373033,0.045979271120837634,0.05891151582060649,0.04408007489783188,0.10942416427893036,0.08298851060510266,0.13900898590288496,0.0065802414034534535,0.05264175939793031,0.08664811888146229,0.17058326900291482,-0.03273946035953307,0.07204156712686563,-0.03997941848138019,-0.06846339259417841,0.07292332105005149,0.19366066596097717,-0.13426720909611933,-0.039102524017827156,0.01447708408075456,0.0538146479296402,0.04892327539784156
M06-2X-D3(0),-0.03669269905189946,-0.011564419339323456,0.005281138749477032,0.056260651383273005,0.015509846267694912,-0.0006524668873774431,0.17999697512677376,0.13645541053437413,0.20262723517454712,0.17583550322793165,-0.07149249442574739,0.0018883127015473747,0.09960553820961322,0.1926978765605793,-0.08566921837347004,0.02083667702216335,0.043973570528776706,0.05871385221011962,0.04443429929758991,0.10862813286892505,0.0834032558780827,0.13829907857104815,0.007279522681502647,0.05171791059874343,0.08526748319388025,0.17082225312196844,-0.031523584256575546,0.07109135864391286,-0.03892730602736824,-0.06815009686111491,0.07402493376237049,0.19281838605460547,-0.13217717493316117,-0.03918661268639415,0.014267648818137071,0.05440030800672405,0.049169474620886944
BMK,0.06772350272493734,0.14658646871959471,0.09666531670738827,-0.021889213200462564,-0.0060321265699898735,0.20130696561322758,0.06746081811692349,0.07040929095583082,0.09546760453847083,0.1069708377244328,0.041881128793367965,0.08723957361454714,0.09580407025362814,0.12844623180266138,-0.017926244869582705,0.04885344194665445,0.14002544509764075,0.07223507986099084,-0.0036813743819222398,0.0336503365548549,0.013733494845956842,0.0461172419640805,0.04142094243860298,-0.05231155459898559,0.15066775651941683,0.09030704031389684,0.0327959148466494,-0.0036097004515232697,-0.06959660012395626,0.08137672845570994,0.006961573139818688,0.11383861186573821,-0.04911842276759103,0.026464370152054585,0.006386753900550536,0.09862460726571956,0.05514599754914813
rCAM-B3LYP,-0.0283625112669679,0.08445727778898739,0.10627166200854625,0.0895523625230238,0.00028256996044734707,0.009341395962018067,0.17991373545434372,0.17869938655185819,0.20323917602286204,0.22442660904576145,-0.015583239047270752,0.022879026113877723,0.13648800038418712,0.21128886558715457,-0.13765188233782644,0.06571554650305689,0.11211435836971309,0.24417951093417986,-0.02261484064798208,0.14154726007412693,0.002570769031195198,0.16011145381485625,0.03239038763956064,0.05607250196215225,0.0803643481033517,0.12941801002321865,-0.050959582494086754,0.07327116865744518,-0.051252796732589825,-0.019952574010619322,-0.04279616158817079,0.16613582056589307,-0.167526990377725,-0.027793727407380477,0.042961006153383406,0.09504878984767869,0.06345129703256278
revM11-D3(0),0.006589751065368148,-0.02249266996365949,-0.1479306978926095,0.03736469603294498,0.05726372048188938,-0.011237508288360244,0.27816112917950153,0.19304338897751402,0.294706482084859,0.23953904236042095,-0.048963243014964554,0.004471577979730773,0.20396356473677882,0.26780953391341916,-0.1543849694891202,0.0011928653256691633,0.0935021036346468,0.11856884494360051,0.07934776089479083,0.16834421412583153,0.08965149400781,0.18824035963538985,0.019988909097563783,0.041577049045764515,0.14737800982585847,0.23862237600484035,-0.07892000621210131,0.152609725156866,-0.10868083191164925,-0.06093876020752665,-0.01847375510885334,0.2519332014976054,-0.23810010458337547,-0.05331845871114086,0.060739996120078944,0.08138661258441594,0.06590431675916106
mPWB1K-D3(BJ),0.05685540290300636,0.1276765103827315,0.052552891676463494,0.04407197415498053,0.05981563822777265,0.111468283611113,0.15900937197689904,0.14072808741827403,0.1853640835554873,0.18068806865199633,-0.01759389755672523,0.09193362991235939,0.09691709270657284,0.15867949314826987,-0.053129018074639725,0.07254241328700656,0.18470437066075607,0.1336893790923719,0.02660046475415186,0.07349369837532539,0.0525763315840667,0.08955277253347972,0.0070634233491323134,0.046363839073914004,0.1570884169630959,0.04881134786260939,-0.020729855910935853,0.03478523936229192,-0.04551455738270498,-0.020921724348020802,0.04423265764430477,0.22340585547206718,-0.12839945980870296,-0.0013344858779011474,0.01914147723143767,0.0055518639797470775,0.06660391890533483
mPWB1K,0.06392804304811617,0.15604775004859442,0.08409352201349057,0.05285540046184034,0.0611123457918858,0.1319284808461099,0.1623450379080348,0.1367639742036677,0.19376831628026983,0.17947173539864109,-0.014978019414828578,0.09327246888840333,0.09970644896424855,0.15508359099359878,-0.04824428605018511,0.0740096710260103,0.18586761991272596,0.14510371239603,0.03370603885703812,0.0731999404281117,0.056766976981603164,0.08655447898334619,0.009563653041320947,0.051743693401361625,0.1795925985126097,0.051607874324149976,-0.009801469229491886,0.025127654993884665,-0.03727336720156645,-0.01448821468010192,0.050070882562501806,0.2266230647363959,-0.12377395446964218,-0.0008117603261440593,0.023684877613203925,0.007855738929558776,0.07228012556041094
revM11,0.02561218772565558,0.06354230458720662,0.04345396551479461,0.0906891432483257,0.03214600097319936,0.03515907431349507,0.28876820364945543,0.168630605275391,0.33055465255029026,0.2280662616897822,-0.04212941011513209,-0.0021206857167707597,0.2044641646991537,0.2431180020710508,-0.15189097393358608,-0.003502799170221488,0.10986148302565077,0.15027533964847353,0.11386703543085085,0.15507019116042256,0.11943796321389202,0.17308066828312893,0.03851531458793253,0.0650626151783587,0.2131395933993326,0.23433990845850705,-0.026200062970105298,0.10655612592706049,-0.06710126576375772,-0.059340599312609835,0.00594382596247155,0.23970941067700768,-0.2147742639270527,-0.06641904165586385,0.06846548945384022,0.06938453753038668,0.0828731934908338
