method,aceticanhydride_IEF-PCM_forward,aceticanhydride_IEF-PCM_reverse,amide11_IEF-PCM_forward,amide11_IEF-PCM_reverse,amide12_IEF-PCM_forward,amide12_IEF-PCM_reverse,amide21_IEF-PCM_forward,amide21_IEF-PCM_reverse,amide22_IEF-PCM_forward,amide22_IEF-PCM_reverse,basicepoxide1_IEF-PCM_forward,basicepoxide1_IEF-PCM_reverse,basicepoxide2_IEF-PCM_forward,basicepoxide2_IEF-PCM_reverse,borohydride_IEF-PCM_forward,borohydride_IEF-PCM_reverse,carbonate_IEF-PCM_forward,carbonate_IEF-PCM_reverse,cl2co_IEF-PCM_forward,cl2co_IEF-PCM_reverse,diazonium_IEF-PCM_forward,diazonium_IEF-PCM_reverse,epoxide1_IEF-PCM_forward,epoxide1_IEF-PCM_reverse,epoxide2_IEF-PCM_forward,epoxide2_IEF-PCM_reverse,ester_IEF-PCM_forward,ester_IEF-PCM_reverse,furan1_IEF-PCM_forward,furan1_IEF-PCM_reverse,furan2_IEF-PCM_forward,furan2_IEF-PCM_reverse,furan3_IEF-PCM_forward,furan3_IEF-PCM_reverse,imine_IEF-PCM_forward,imine_IEF-PCM_reverse,iminium_IEF-PCM_forward,iminium_IEF-PCM_reverse,lactone_IEF-PCM_forward,lactone_IEF-PCM_reverse,Average
LRC-wPBE,None,None,None,None,None,None,0.20982781086196584,0.1662638803857157,-0.2745683254385768,-0.07987760191683803,0.4210779144091232,0.14216227056045486,0.4066832648659228,0.13297169294651,-0.05917468440503865,-0.03595247274977232,0.12085128918578943,0.17823340208391625,-0.13147325207493485,-0.087014039895171,0.13301991298770927,0.0672660862575509,0.3415834846244252,0.1049155210536249,0.2762419195430452,0.10768128640307206,-0.7949320028859963,0.19543884711768156,0.10832157209237771,0.1249390426832651,-0.52501592410841,0.24597352491863927,-0.5004684244671144,-0.11946277555185904,-0.04201904837189452,0.03615966306478566,-0.19998190201203633,-0.07833321598493687,None,None,0.01847933488071862
LRC-wPBEh,None,None,None,None,None,None,0.20763488467849253,0.19502142102546932,-0.23873621547557572,-0.06855548763966117,0.3756102418580168,0.17586742684053633,0.3733293423860239,0.1621464219993983,-0.04680175427562335,-0.017211142177492873,0.1038168112177402,0.19330703632630034,-0.10942242069904941,-0.04426106286279637,0.1696445635912463,0.07171805942392881,0.18010326719272476,0.11278241603317317,0.15171132032984438,0.12507529373488085,-0.7991525010229201,0.2278348572004887,0.11093723480790896,0.11177395735691752,-0.4581392848347339,0.26426098736665504,-0.4946531901421473,-0.12566082952289884,-0.02378263321210033,0.05912531505685458,-0.1729316709013181,-0.050139396655422525,None,None,0.0225704146564019
wB97XD,None,None,None,None,None,None,0.14363674781474578,-0.13271720429044245,-0.1840691827419745,0.03202387061523363,0.3833473054061156,0.16785848189924132,0.3624309870332257,0.1473514995021849,0.021119940064851895,-0.025235815613082024,0.21550335661749925,0.20493135921448657,-0.0037118105773634273,0.003814628928090925,0.06580677374265684,0.017125060700802858,-0.10776803614713433,0.0255000465585387,0.05873449352025512,0.08046965121996398,-0.7811386638552489,-0.04928617345622605,0.06121123071213675,0.09857439076236742,0.35148399884629095,-0.11113673491318488,-0.23119188706272478,0.047179080437415144,-0.026345261477442795,0.01708223089811165,-0.04256990421358134,0.0016853580833009754,None,None,0.025365619319659704
rCAM-B3LYP-D3(0),None,None,None,None,None,None,-0.08451275269561453,0.15141155941826506,-0.07397488264954942,-0.08276078265519167,0.4868883272506827,0.27911101625356427,0.38433498579489,0.24021930043580622,-0.013886923211322148,0.013466186513901034,0.3104155778253673,0.26793452482670355,-0.08371187464330825,0.028522921205012434,0.07367540492878458,0.08874077538482938,-0.19598680285432887,0.22671265120419945,-0.10401775205473655,0.28276208799817865,-0.8557690242692245,0.16740426512367002,0.020572545835410832,0.2326815068489081,-1.193351274028618,0.9608068116501786,-0.2602730110196563,0.04157516358886954,-0.05586973626105856,0.06094067399801122,-0.13202587546400682,-0.006337697465592187,None,None,0.03674055927540703
M11-D3(0),None,None,None,None,None,None,-0.14393742956631814,-0.38827199143875335,-0.1306706217623385,-0.04520830596819438,0.6870151459665502,0.17174061530870013,0.5038405191543105,0.1464393173124685,-0.059115896347858105,-0.062229704496587795,0.3590810764770256,0.23301248901898491,0.007545893674170736,-0.004834002013991568,-0.030195222741540583,-0.03456240984207356,0.06042287012647939,0.0810231217919176,0.47647803272077477,0.1638522998552377,-0.8523405549035575,-0.1484640466493261,0.003992564510509643,0.14354923688330526,-0.1504429869086984,0.39209425250415664,-0.12062702083516619,0.043880711716783656,-0.061770580939485335,-0.01792267051733782,0.009936844326207048,0.025821260140632293,None,None,0.03934790020490585
M08-SO-D3(0),None,None,None,None,None,None,-0.2762437483839918,-0.21523453936054382,0.05146233319076127,0.0037501545522218484,0.5968046156773633,0.2180898895234448,0.41502515908652515,0.17133745305156453,-0.06723776064332186,-0.025646577360494187,0.37803796326734157,0.2441751022587818,0.009102239789098571,0.03542440805936119,-0.06926555140576851,-0.06264031222002718,-0.25491288058648953,0.027946052655441467,0.22449519708593424,0.16532367192423236,-0.9712966365604063,-0.12640766538804185,-0.021139053060602316,0.10276167461405405,0.47802478592623343,0.3847817854270112,-0.14327306032803233,0.14354297555561862,-0.03925939527358933,0.014803420802667529,-0.021356051812685066,0.0006433412044753558,None,None,0.04286309347712932
wB97XV,None,None,None,None,None,None,0.0535873732616705,0.12558665293150725,-0.1257036394653141,-0.028207052666650734,0.4337030534039244,0.1837056140601934,0.3893995281662003,0.15974152923134768,-0.02232171848941746,-0.005914882847896022,0.20182716814551,0.19314975673433385,-0.054117475287570514,7.431403490994731e-05,0.027176978456738304,0.026255419972708655,0.10349608858654039,0.07727041099317197,0.16905972235244934,0.11180538066753562,-0.8240315504024008,0.15528185831588132,0.06408852826425536,0.0939220746835785,-0.22560797059170432,0.19795731102658504,-0.14900700451423549,0.12066530696298569,-0.02312208879592376,0.05168213814433294,-0.08881251915654265,-0.011414296965182535,None,None,0.043161750287922566
M06-HF,None,None,None,None,None,None,0.15142378179218519,0.8707176408606795,-0.10011045731838931,-0.3002248877628086,0.28621748576849926,0.24376831089031945,0.4087494429996008,0.24429051838469154,-0.21843270285488384,-0.07872618845524648,0.11145696263666909,0.2171264676569437,-0.16468642366889982,0.027407302639231124,0.016267179088612343,0.1383829725151787,0.3928672072385667,0.4083358453270315,0.1551072327698479,0.368718351799163,-0.8688130594476916,0.5546041926093207,0.03138325397646671,0.4228825022245346,-3.575212648398849,1.8274232282171674,0.3420137526032731,-0.39753885262684335,-0.007979914860236137,0.05431522929409999,-0.15125010233663028,-0.010419723145173195,None,None,0.04375199688801346
MN12-L-D3(BJ),None,None,None,None,None,None,-0.07503435859208536,-0.15142576022231943,0.10574393283820038,0.09143849148992042,0.3688314501577122,0.23736791994113668,0.21275641866031306,0.17423513721448144,0.06671077924058887,0.08489088765809004,0.2944032594296597,0.16662872584064778,-0.006008476160311199,0.06324269081026353,0.008985319721790513,-0.03923473070349,-0.3367037637868465,0.006643833927840074,0.004982547300170929,0.09203345742666282,-0.8709433021175742,-0.02438432754355116,0.07292655188404111,-0.05901035819532461,1.0811652048897742,-0.1165057299908169,-0.003139111193584025,-0.011228136445615383,0.011927788506092895,0.04442415251378458,-0.04974582985511066,-0.03351693938981351,None,None,0.04413930391421026
M06-HF-D3(0),None,None,None,None,None,None,0.15261703476050867,0.8672996961072641,-0.10275394767086148,-0.29889645719140145,0.2884149555585328,0.24272903600931736,0.40922743413252627,0.24315943944007873,-0.21689908539613934,-0.07872476590072115,0.11160742711801473,0.21704609120287086,-0.16278787114225846,0.027504395127525897,0.012647010749624413,0.13749033021652549,0.39940782516018913,0.4063829011700188,0.1635996872108323,0.3662940443201245,-0.8644437895888429,0.5497471492193907,0.028849926105589157,0.4227408743362809,-3.5782217903035507,1.8229104256871795,0.3558586847321736,-0.39793314057482204,-0.007364378282191449,0.0538850851501451,-0.1476478360077023,-0.010824801608793726,None,None,0.04415379968273213
MN15,None,None,None,None,None,None,-0.055016018454892776,0.11262835966822832,0.034598991840417065,-0.014787626495810951,0.4627935588448931,0.1834789743958416,0.35460239406047017,0.1470909854965656,-0.03747900773156277,0.02770520977634732,0.22359828691583788,0.1812818805069864,-0.08200865038970578,-0.012306419689231385,0.041082172829521243,0.0026862435887751663,0.09908954428793626,0.0717918615590372,0.19660542356715222,0.1189454053062374,-0.8849979079981483,0.15479357989932685,0.08218410957565467,0.06681354545085626,-0.03156104414729977,0.22378546238447658,0.03461792612904572,-0.033871248876228305,-0.03265146679527594,0.03246689724205206,-0.1269004782102642,-0.0717494056563666,None,None,0.04591598559002726
MN12-L,None,None,None,None,None,None,-0.06658142717755931,-0.1414744982456121,0.1069754167363958,0.09333298670327991,0.3702074511716445,0.2370807586506057,0.2153827559385177,0.1742854675163287,0.06686803936900025,0.08518443979716515,0.2960609928818313,0.1661127937917171,-0.0064753050299623935,0.06351752535783192,0.010591685675428225,-0.03700689564896691,-0.3282042199339563,0.007482473903411292,0.008779252704764094,0.09177089920430367,-0.870257388018022,-0.01958783024912456,0.07971635764524278,-0.05768699278329136,1.117649405544592,-0.13028317133937675,0.002522921492569179,-0.008709601059278413,0.012315037935130488,0.04519171098208071,-0.049944519317826286,-0.03344063595796334,None,None,0.04691799650752815
wB97XD3,None,None,None,None,None,None,0.13512458875868175,-0.03960467085902184,-0.1577631191557028,0.03270942276135764,0.45946601945607746,0.17215294897107888,0.41237779421944676,0.15260289289994972,0.009382601485814098,-0.01932171345914591,0.25535952867803124,0.2102199374214208,-0.015159551587507881,0.005192853783464927,0.04353052363956338,0.019048258217463997,0.0030765803801781504,0.03500312476383594,0.16794577673294916,0.08937767770893175,-0.7873286563960966,-0.0027341166964967066,0.06745997106539765,0.10692987061922718,0.32368654813817566,-0.03885529072341161,-0.1578456649398022,0.08131405229809932,-0.025255569815108743,0.026085039694250148,-0.044100465114535546,-0.0012540700593740624,None,None,0.04746322259022474
BMK-D3(BJ),None,None,None,None,None,None,0.054670957642752864,-0.12005372107053174,-0.13522054253400695,0.0421045664233197,0.25862491616395994,0.18824248018074777,0.2574583786527144,0.156111425622723,0.03722713206629233,0.0524737602143129,0.2538730337192237,0.21491866956016556,-0.02730421163466835,0.017362438889233972,0.10274186444093189,0.01756791933785428,0.021812012274939008,0.08740678384366905,0.09327199880105864,0.12950120837335083,-0.7839362901520661,-0.03214204168769828,0.1036794386791227,0.16307594932589226,0.6459053467754347,0.1752691388592456,-0.2515355783732986,0.15403731751483798,-0.016606574990025172,0.035076290475791284,-0.03576090103864948,0.015125361699913202,None,None,0.05859307900176697
M06-SX,None,None,None,None,None,None,-0.006317856610301008,-0.23193540260825388,-0.015132272421653225,0.09939227235902276,0.4807087209566093,0.16784773880684906,0.395513058338875,0.14298129561528317,0.007533997817957891,0.02003458974876824,0.22448688611715117,0.20300882422673638,0.02336216436727809,0.007431611131883237,-0.02263570467922397,-0.06411479810393124,0.06834907660891591,-0.025715679997348247,0.33914937195549427,0.03885741414854721,-0.8482955419285414,0.009165609037509617,0.11562625971144756,-0.0158679788902545,1.2028505943288088,-0.40571557635493627,-0.07478826053584287,0.08762594309431962,0.015220133896896445,0.03182804723362101,0.013616887930076477,-0.012664318617109413,None,None,0.061606472083895476
wM06-D3,None,None,None,None,None,None,0.10239110045938216,-0.15166272741334194,-0.15781469702709686,0.014561674765943512,0.5758653121572425,0.15184947147477698,0.46139849841501496,0.12636784582396293,-0.006411936585591029,-0.02800023952625207,0.25492776153450486,0.2066376656814387,0.00043730017565560443,-0.013227469211790258,0.007245857559294955,0.019000670406216974,0.20200117604428544,0.05906156731908601,0.37313262731642205,0.11596849248382841,-0.7957679859091499,-0.09547104399040779,0.012095267527479178,0.15668035195491528,0.6872907866775901,-0.08954297345759672,0.1568676083840019,0.1278459079875331,-0.02253921667460975,-0.0031278216288290472,-0.015228330314161233,-0.019338230270348405,None,None,0.07542169600435628
BMK,None,None,None,None,None,None,0.1339883996154403,-0.05590027474267328,-0.1329448969449876,0.07394872173964692,0.27825298443693885,0.1809825155904198,0.291470867662989,0.1537413989653273,0.043799929438238155,0.05408035137220671,0.2664002154489431,0.21094610625978005,-0.019017325651926962,0.018940760749788715,0.10101813367329225,0.026462145453915727,0.10349639541631718,0.08461054998455428,0.14552350681605017,0.11926540533179392,-0.7659410060799312,-0.01239639096072399,0.14342028815063895,0.17313642168712978,1.0233981553345572,0.011282907153356472,-0.15822332537264822,0.17204104508089374,-0.009248377939787774,0.037797877493187346,-0.026104923175365165,0.015664726949412535,None,None,0.0838716652792742
wB97X,None,None,None,None,None,None,0.11548105034301129,-0.04805026047527234,-0.09925902962959306,0.05450050331714832,0.5687921306000248,0.17911983716454738,0.4837892047084587,0.1582751698135484,0.014416101820076386,-0.01115197561775399,0.3228153933222883,0.21986818499028551,-0.004404699806163237,0.01802611376596456,0.027197739800567354,0.012091724803263376,0.07553467816019492,0.04824042353807406,0.24535885124282222,0.10517415970466701,-0.7706750630440969,-0.02511244568889108,0.06956116761077723,0.12586953438046034,0.7870198718906591,-0.07569953118686559,-0.04508216730349725,0.17055084433151124,-0.03626453960442872,0.021374851050065122,-0.02642528553342664,0.012569027929427642,None,None,0.08417192394993295
rCAM-B3LYP,None,None,None,None,None,None,0.14094892333047485,0.34178935197166466,-0.11426038272558209,-0.05184228965573582,0.5138575237389668,0.26169468779334043,0.4479876746315413,0.23289268008919817,-0.007561594314746222,0.009486630145552653,0.3114765805216274,0.2543321298758817,-0.08240816029344945,0.02604069758528031,0.08623869965360374,0.10271303648612827,-0.01905958675599586,0.21064899743671128,0.05081578054288641,0.26272245191674226,-0.8044212567893927,0.21581636149454633,0.07830757269040488,0.2260894474891317,-0.3434510846783031,0.6068700333870951,-0.06422981842142542,0.04360948115173751,-0.0431092804126379,0.05497280860073387,-0.11477496117856527,-0.013863267584669282,None,None,0.08813530836633583
M11,None,None,None,None,None,None,0.08232909291740316,-0.19612645588842348,-0.170959299081363,-0.01438839791256852,0.7143990343279686,0.15425968657667022,0.568616676554422,0.13960493228334744,-0.053021108010014466,-0.06647875770828617,0.3606611813477273,0.21972660352614784,0.009281384832541473,-0.007352109204778766,-0.018696632888253944,-0.020918652733008213,0.23343018413176536,0.06528606846218481,0.6298134327190388,0.14445545516141323,-0.801157698829758,-0.09914773016047358,0.06102480669447116,0.13618062845527198,0.7021049192139163,0.03954372363120586,0.07390166821352917,0.045538461981827254,-0.04875227497389506,-0.024282996944739725,0.026797069079100226,0.01838925840608417,None,None,0.0907519423181398
M08-SO,None,None,None,None,None,None,-0.0510398837780413,-0.025172920027988106,0.010926625009567896,0.03463770080912148,0.6237818447505663,0.20071728277322695,0.4785515809202115,0.16394732856234615,-0.06097129284459693,-0.029550324394494214,0.3789126804529797,0.23053137679932797,0.010233377976547307,0.03288831017528685,-0.05636358241175595,-0.04852790540351056,-0.07654921084887453,0.011676342268474723,0.37994144008356767,0.14505092333603584,-0.9199554230048711,-0.07827454439070379,0.036882616790164795,0.0965669876195417,1.3226883243431171,0.02900986368001929,0.052998555515985764,0.14567907601915575,-0.026628493740068336,0.008827933758215398,-0.004059853314233787,-0.0070319580242900505,None,None,0.09407264935812598
mPWB1K-D3(BJ),None,None,None,None,None,None,0.08110265503112031,0.15482789149067622,-0.018622001249678277,0.02135305599209229,0.5220532404521353,0.22007612322865394,0.454896914507577,0.19437446937362904,-0.011012882152855017,0.05512082503538537,0.2642499096524571,0.22386524738438296,-0.037039742764361776,0.032609233638773834,0.13513438334145916,0.05382565747188775,0.2546260517634233,0.12254250026584095,0.34250420788011576,0.1652998448520724,-0.8469721629627994,0.18151095052275493,0.14870359605283484,0.10272204544627293,0.177803702570512,0.3043004587476887,-0.05043956724925572,0.04245180238757067,0.008353193488197146,0.08969160265054973,-0.08420108020648943,-0.0020654352979579344,None,None,0.10323895910452081
M06-2X,None,None,None,None,None,None,0.02478791979884943,0.21269167167337252,-0.08281786918454251,-0.054273654469733375,0.5945064583313436,0.22362575071971444,0.4986508307313997,0.1953350494921261,-0.06007914549039955,-0.0037255602060071243,0.290898484933166,0.24324956029903724,-0.05390983710566798,0.004733414328985324,0.029936799591401306,0.02036154511217332,0.35001373928632895,0.16980298950451336,0.5132139514771288,0.23612948609024145,-0.8535724127850487,0.18513310369442976,0.088029525289319,0.28840336370684533,-0.022196364312408276,0.5952102889008462,-0.025026186119981537,-0.02091986731548325,0.014159740701816135,0.06637452058106422,-0.08741454669515013,-0.025041581159339445,None,None,0.11113347404376063
M06-2X-D3(0),None,None,None,None,None,None,0.028127164988844044,0.2111183540737292,-0.08305307266037851,-0.052631440676160345,0.5961392254167114,0.22304947714399506,0.5008800838128452,0.19499228976638355,-0.059430995897644424,-0.0037774210181447418,0.2907385562240649,0.24316563707473188,-0.05298013804625955,0.004786449977417602,0.028396510509432142,0.02027443849198684,0.35182928904284755,0.16883966640231216,0.5153698598048575,0.2351910649065756,-0.8516342851887269,0.18322872306992857,0.08681740126104198,0.2887712393364174,-0.0025951798918046475,0.5879076090407827,-0.020065588798798394,-0.020521066075938985,0.014735435744116815,0.06596330501121107,-0.08586883806261095,-0.02508988394850297,None,None,0.11195855846360196
mPWB1K,None,None,None,None,None,None,0.11825925820558914,0.1861862908446436,-0.01654224945045306,0.03498764961391377,0.5305343942491508,0.21724808449937566,0.4698196326339376,0.19359770789517514,-0.008591650928242272,0.0559290412405418,0.2701618447956078,0.22188428963629048,-0.0344862918580439,0.0333848544410049,0.13602770837783418,0.05885566935747947,0.29104541579838394,0.12218701028090047,0.36428769853345827,0.1613363962751229,-0.8400425202153868,0.1926007417882168,0.16846102299763024,0.10702677170764394,0.35398067946194345,0.23007884679250248,-0.011583239886123404,0.050641091543480045,0.011404208700727385,0.09126229967295252,-0.08078023247172611,-0.0017651595528310451,None,None,0.11491866453064688
revM11-D3(0),None,None,None,None,None,None,-0.15209384129867246,0.1687671620860278,-0.021707971091287782,-0.0661961983095189,0.7921865617968645,0.2711803421439435,0.6297828577190746,0.24192713512576017,-0.04166864343456313,0.0024274177349146624,0.47863863467853757,0.2869936442430635,-0.09043444024738238,-0.007412696713666837,0.07133069993536931,0.046718290421285745,0.5277909892743965,0.2486829947137869,0.5325995869366859,0.3030244086446477,-0.8329550328324159,0.17833273475428035,0.13731426965353868,0.39488158577928856,-0.796642833405569,1.2355502013381972,-0.32907505533543774,-0.01244668058790468,-0.031825310600405374,0.09577019781543818,-0.1655105902746479,-0.02971063242469548,None,None,0.12706936838246669
revM11,None,None,None,None,None,None,0.07336783472741691,0.3591449546394274,-0.06199346680351411,-0.0352777034969318,0.8191557652029694,0.25376401368371965,0.6934355417246191,0.2346005130416233,-0.03534331453727135,-0.0015521402754351808,0.47969964314143443,0.27339125079111265,-0.0891307258942893,-0.009894920333398963,0.08389399674964644,0.060690551522584624,0.7047182053648016,0.23261934094629874,0.6874331336773535,0.28298477615984646,-0.781607257811611,0.2267448311219682,0.19504929650853275,0.38828952641951214,0.053257312057661044,0.881613402164873,-0.13303186273720688,-0.010412363025036711,-0.019064854751580543,0.08980233108981846,-0.14825967598920636,-0.03723620254377258,None,None,0.1784641166417489
