method,aceticanhydride_vacuum_forward,aceticanhydride_vacuum_reverse,amide11_vacuum_forward,amide11_vacuum_reverse,amide12_vacuum_forward,amide12_vacuum_reverse,amide21_vacuum_forward,amide21_vacuum_reverse,amide22_vacuum_forward,amide22_vacuum_reverse,basicepoxide1_vacuum_forward,basicepoxide1_vacuum_reverse,basicepoxide2_vacuum_forward,basicepoxide2_vacuum_reverse,borohydride_vacuum_forward,borohydride_vacuum_reverse,carbonate_vacuum_forward,carbonate_vacuum_reverse,cl2co_vacuum_forward,cl2co_vacuum_reverse,diazonium_vacuum_forward,diazonium_vacuum_reverse,epoxide1_vacuum_forward,epoxide1_vacuum_reverse,epoxide2_vacuum_forward,epoxide2_vacuum_reverse,ester_vacuum_forward,ester_vacuum_reverse,furan1_vacuum_forward,furan1_vacuum_reverse,furan2_vacuum_forward,furan2_vacuum_reverse,furan3_vacuum_forward,furan3_vacuum_reverse,imine_vacuum_forward,imine_vacuum_reverse,iminium_vacuum_forward,iminium_vacuum_reverse,lactone_vacuum_forward,lactone_vacuum_reverse,Average
M06-2X-D3(0),None,None,None,None,None,None,0.015577397276678843,0.25851462942847697,0.020076807702874407,-0.003395699190242731,0.668533647091818,0.11855671631270642,0.6072339606779215,0.13295889201911965,-0.05677279874085506,0.0007708830126078898,0.3449159499357312,0.3108887171096089,-0.040683587803458814,0.01750452198747823,0.016985470815266964,0.009727070764993158,0.3320354922637199,0.27248783111934477,0.42051481704741034,0.29280720703995905,-0.9571991521397747,0.10034475238320673,0.06961698893291701,0.4412657545249879,0.11986095566219093,-5.992237795196087,-0.06892364501458471,-0.04913206530996974,0.03518164411395586,0.08065228614554397,-0.07666469426119,-0.02286011966645952,None,None,-0.08065178637356574
mPW1PW91,None,None,None,None,None,None,0.2172883952587668,0.030457695002794195,-0.16053004016463593,-0.003168807290668776,0.07975117196081773,0.04076517775107984,0.20990152800689563,0.06219841312153816,-0.033740736792948665,-0.0389993101721658,-0.09567231127733948,0.21813379701159183,-0.05669597770343072,-0.028373097157479005,0.166052544425626,0.03453490012822242,-0.1666302522312067,0.04789025825722168,-0.07206379504292264,-0.03454144990887885,-0.9503205390659584,0.024023032324160025,0.041988953322753896,-0.03200895472836034,0.09412024578304497,-1.365410086802601,-0.47022933985650145,-0.15019027490325718,-0.028915991657482328,0.020100359126914182,-0.09736689694331961,-0.03710227905400493,None,None,-0.0792110521647417
CAM-B3LYP-D3(0),None,None,None,None,None,None,0.09923169404489131,-0.16789698472470746,-0.1086907468507982,0.026333009984744596,0.3033087672778721,0.05659158303887697,0.31464001341664277,0.07067135000075044,0.0059759909901415794,-0.02916645004563659,0.15898507054612282,0.2506496820617175,-0.012833659214076087,0.0037057942361473023,0.045253178943072424,0.01711703170636428,-0.35602375134695147,0.06640916602208008,-0.11167568222266204,0.03826115115146705,-0.9357588962489242,-0.08750633626326434,-0.016819507168573788,0.04803130832037995,0.17325021486303313,-2.002774215969088,-0.19670183363577914,-0.01403743269721689,-0.036969345865570276,-0.0019703878238188205,-0.03033618513833335,-0.015612404578996954,None,None,-0.07644871291219041
MN15,None,None,None,None,None,None,-0.060786623381644436,0.14834715274325383,0.11381789244630558,0.026742416427581597,0.530050076427217,0.08280681893246833,0.4264326126344577,0.08772544540968236,-0.029696290397725308,0.024581999528611027,0.28770536926271556,0.24287400463344458,-0.06789478541127668,0.0011453418802855613,0.027203341786923126,-0.009368765732729876,0.04885217150125103,0.10725674852017646,0.16900253183329286,0.09834300496554468,-0.9727688035151472,0.05708089888288481,0.06378237230981798,0.061348388224466324,0.11531144884291598,-3.5004729124902707,-0.008548089849822093,-0.05559971985955803,-0.02531823905503839,0.03392782894678511,-0.10997931394629867,-0.07246259162312717,None,None,-0.0674549459100799
revM11,None,None,None,None,None,None,0.057502298469909466,0.4014691828707757,0.0426479532668189,0.016649876734444135,1.0609189449493888,0.14025117239015747,0.9501394160175191,0.16623382102218945,-0.03154444739365574,-0.0018021911238529026,0.6629681445383074,0.3415058582191219,-0.07425328321842843,0.0047763516787907995,0.06695882387068386,0.05537497976821894,0.7246620909856644,0.36548106572686984,0.5742401299014619,0.3715859118812178,-0.9164334134644503,0.12010328003524681,0.1747129833358024,0.606257591757986,0.1641500013899591,-7.834913367814908,-0.1907636236813149,-0.03935807169248774,0.00360178387716561,0.10067104398287084,-0.13217021042913238,-0.03965743934846414,None,None,-0.06525104192175386
wB97XV,None,None,None,None,None,None,0.04346436347666556,0.1475139932980085,-0.01359678618507038,0.017761210048607125,0.4877054398150267,0.0761932423029153,0.47508362085665284,0.0929731822251134,-0.022181854419566112,-0.005462936822807533,0.25119672250920394,0.2548022281132805,-0.03980228245190346,0.013015929822524523,0.010575996167807227,0.015503055502363897,0.05284227273700783,0.11941319124631389,0.13729469462704755,0.08103697922495635,-0.9424888248804635,0.06723381996419196,0.04766748513570255,0.10576775267557834,0.017378732128062235,-3.327263412150553,-0.20236219564632063,0.07159381613201656,-0.005781304699102624,0.060961953444050435,-0.07889104771693141,-0.009378952580121808,None,None,-0.06250718487811698
BMK-D3(BJ),None,None,None,None,None,None,0.04199684453542215,-0.14059276808281818,-0.01107534205664994,0.08290336405076745,0.2347179672372267,0.08088599936172758,0.26865075753660184,0.09145124536911567,0.03453498450716392,0.05384329588075872,0.31545793557409674,0.2762514092286351,-0.014378955549705143,0.030594334126071536,0.09153940077987596,0.006405758326928249,-0.03016794055782497,0.1269827826474957,0.08041898117817459,0.10155764900700101,-0.9211149508549498,-0.06786693787383496,0.0861651992612874,0.21514456647792862,0.46015633637129555,-3.219582786665476,-0.28714204058950904,0.1010732560796148,-0.0024573045287952086,0.044554282877606426,-0.029622842405748705,0.017055122749461468,None,None,-0.05880188737503295
B3LYP-D3(BJ),None,None,None,None,None,None,0.13938214948291647,-0.6182270735577808,-0.24566426255143467,0.020351088455970657,-0.1308449480460203,-0.028500090748249076,-0.020317092178303613,-0.020062788827841054,0.0033940705589148626,-0.08043598425932082,-0.1895140391170065,0.16388614799250933,0.017690043047933424,-0.039013863801924446,0.05141548997717821,-0.06084204052307209,-0.6917777472572205,-0.20851272542386134,-0.3026334925706963,-0.2509054245358939,-0.9486045898588141,-0.25522304057349343,-0.11112629090298422,-0.29755828117343425,0.43712636402298277,2.409202640565948,-0.27418807288059455,-0.05144208727913483,-0.07074348932935803,-0.08807412218146234,0.024258203465813925,-0.023747734772751612,None,None,-0.054414158899390164
wB97M-V,None,None,None,None,None,None,0.010254831084230533,-0.052509943005707875,-0.017848862845834645,0.016859381727436805,0.35075683055902024,0.05158969150241131,0.33195129058347783,0.058660915401903733,-0.021077759597370918,-0.015421083500668257,0.1692229256034302,0.2227890006437697,-0.03919439124119293,-0.006683798255503628,-0.06466395384093955,-0.0238631918897734,-0.13080751112554284,0.02117245910420385,0.03298026361780454,-0.016748200194240653,-0.9521787767324258,-0.01497049563963969,0.00038246303510330664,-0.03949862115572102,0.144061385261003,-1.322251959493543,-0.09943782420471613,0.03496292257133034,-0.013151249736508823,0.018866594791427223,-0.05130460857182753,-0.03406499841249079,None,None,-0.04534894606115921
mPWB1K-D3(BJ),None,None,None,None,None,None,0.06749557412218733,0.20790460221460558,0.0801888045771204,0.05936409671587716,0.5928222018398888,0.12143761265962864,0.5609606207796937,0.1360503418606233,-0.010463878174184033,0.058564190130386405,0.3367614850057837,0.29023137770977187,-0.024188032777253118,0.04454369949126148,0.12372416831308755,0.047106061914456834,0.23118914529676296,0.2021364119561637,0.2890060874977594,0.18239906045367887,-0.9574811827326827,0.09241737042857433,0.12864543885285618,0.12433334707791018,0.2096593996898488,-4.105847322006143,-0.09741060858364216,0.003267042467224345,0.02136230499994432,0.09371071572893741,-0.07412605724053177,0.0004875690527085805,None,None,-0.03011713595867798
wB97XD,None,None,None,None,None,None,0.12497202250879147,-0.15287189033133908,-0.060242712528638415,0.06941073284243768,0.40159353356572886,0.06385373146287722,0.42523006223772436,0.0836276540010333,0.018368629242229928,-0.028458824487698722,0.2647064247131059,0.26774002164835625,0.008032661013113713,0.015454621553190669,0.05203781880171863,0.004970245779600298,-0.18669731825569322,0.03124116086597954,0.04213853995384552,0.0241279887311685,-0.924696283050504,-0.08193626164459285,0.04477896677847523,0.10884020072577573,0.3186321802125897,-1.254363938142902,-0.2807031253538499,0.007119894861963423,-0.01705542476681073,0.022957191263833162,-0.036340365862385884,0.0051146178891671125,None,None,-0.01932553886786589
MN12-L-D3(BJ),None,None,None,None,None,None,-0.07192907170121382,-0.10291608405448616,0.17547918612518068,0.10897974285436357,0.32510048189706614,0.15607306968204773,0.16973186623936787,0.13304374166249577,0.0675461819543324,0.07726783799422897,0.32592469686658004,0.2391853247422897,0.008058472785430978,0.0736716467400985,5.08491255138284e-05,-0.060645948916532716,-0.453513390197028,0.0030073500511055913,-0.01184024304665664,0.04801154122194435,-0.9753840828179239,-0.061402845848802276,0.05574980263586154,-0.16225625030084306,0.6880566700786653,-1.1638954954772038,-0.04522706670779225,-0.038460441639813825,-0.0003540019976344867,0.02946500500630415,-0.03736225264111251,-0.02678849313137341,None,None,-0.016486631275485615
B97M-rV,None,None,None,None,None,None,-0.05626521868265879,-0.4617372353575877,-0.04452770909387381,0.047914292267144665,-0.015614421038109352,-0.001267366707761966,0.02333597596231877,0.0023127565805833358,0.030894260320941325,0.01342309924160063,-0.1240593508146287,0.15572738296435235,0.02364520572212976,-0.001749945789317832,-0.011573710284641702,-0.11930809931573096,-0.5436038100933412,-0.24914880131494574,-0.15709237708609905,-0.32330392547157993,-0.9663291872290721,-0.09647856097680964,-0.05122902307179716,-0.472525169943404,0.47831902488115713,2.8825891297809982,-0.3726321858983094,0.062096742808108625,-0.06464108032855345,-0.05188931118249694,0.008014526347642685,-0.0032276247210924766,None,None,-0.014372866172651075
CAM-B3LYP,None,None,None,None,None,None,0.2094487626284211,-0.0506159427394329,-0.12559017157385582,0.04065222982644631,0.3164998565992094,0.04944360418171392,0.36174238150997795,0.06825567742892276,0.007664754853808422,-0.03185339564459955,0.16205921018619437,0.24174994403031758,-0.012551022251014288,0.0018133077507875525,0.055410927140520136,0.02693511178031563,-0.2551568929282446,0.05501031774739305,-0.04311553676676466,0.026937373959447817,-0.9235695421505642,-0.06450913893641724,0.0171193858945157,0.0438538347039924,0.39559364982107187,-0.7621321307200674,-0.10132993448030708,-0.010567505844637549,-0.03213857511126168,-0.005088515597395834,-0.02458111298462886,-0.019882542631383206,None,None,-0.011952863447422466
MN12-L,None,None,None,None,None,None,-0.06404846528926016,-0.09134249043205356,0.176520929715923,0.11057105989787616,0.3270527751677388,0.15580166697512313,0.17369658453194273,0.1330939528209877,0.06769215750176852,0.07757994360387238,0.3282970714224381,0.23861662127781022,0.007605766709448261,0.07394352985319752,0.0016373486436298923,-0.058125530633298596,-0.44413610065278536,0.004394974620161332,-0.00872433027925648,0.047561672746706335,-0.9750610980373059,-0.057957625821901365,0.06210604457878669,-0.16002308561857498,0.706884863424446,-1.0707506389203683,-0.040033766022655744,-0.03626525868880579,-1.0277231619125155e-05,0.030136195444467245,-0.03754279180548236,-0.026706562011882012,None,None,-0.010860464453403927
wB97XD3,None,None,None,None,None,None,0.11779018497156042,-0.04578924697667847,-0.03815208429860818,0.07086483116737649,0.5153735687677059,0.06615771977552552,0.5045330421795162,0.08779405322428716,0.0072055340224450575,-0.021287912380210987,0.32494672397482743,0.2744682612812097,-0.002996258284996511,0.017246473304427298,0.028451658690043746,0.006973341944108365,-0.0615877508364535,0.04738802133267097,0.13452793004472932,0.04029677024396644,-0.9261702040913823,-0.04540325575854669,0.05097699256742507,0.12622979612224358,0.29871369262266007,-1.7300914764402853,-0.21304050735338745,0.03694546706484694,-0.011357041749882611,0.035168386971209734,-0.03799681680828645,0.0018778284076011683,None,None,-0.010623196134322868
mPWB1K,None,None,None,None,None,None,0.10213638860998156,0.2443752902224366,0.08194811589043619,0.07081672967595223,0.6048554048083478,0.1187647685412778,0.5834879046754282,0.1352754459211161,-0.008216352262154095,0.05942349003093103,0.34522202763334403,0.28804780036697647,-0.021711822884330097,0.04531099235496832,0.12460644646331578,0.05279666898687555,0.27136957814948076,0.20154820586220448,0.3068835262901235,0.17560806313099528,-0.9542181404328308,0.10038292709254101,0.14714125732624506,0.13159753270182212,0.3005781340049181,-3.6040593174750737,-0.06177108736428437,0.010404916345504561,0.02407040322139956,0.09508420956263436,-0.07101770240007088,0.0008099930351105823,None,None,-0.003076506309824279
BMK,None,None,None,None,None,None,0.1159438871639561,-0.06598053106050947,-0.00915031919400654,0.10965146387904497,0.2625666088612214,0.07402444069430238,0.3199959104532452,0.08908691077797477,0.040636232606809285,0.0555514289380139,0.33338551828132623,0.2718725176425348,-0.006342743653451046,0.03215570645170898,0.08983698572237821,0.01646806839059886,0.05995211554436158,0.12235607427027244,0.1233011970969706,0.08401957663262537,-0.9126412872394132,-0.05368406500073944,0.12336840312577275,0.23212149666432816,0.654967153924181,-2.1109260768664293,-0.20155484678440827,0.11676550469809477,0.004073872458794978,0.046934170871553306,-0.020848938919544494,0.017634268381390653,None,None,0.00048564702540496813
M08-SO,None,None,None,None,None,None,-0.055940369202280925,-0.00629791390886384,0.09990859660357386,0.06928770086500023,0.7619143958370067,0.10619959180850508,0.6165226212943268,0.11008975554174386,-0.05873513495309559,-0.027007071629502367,0.5118106269723105,0.29957118092645074,0.019570359952429176,0.04724255021335867,-0.06781940993021857,-0.06911556003988704,-0.11485475373369386,0.016904159019772526,0.33339893783839714,0.1486773407874792,-0.9864487344932615,-0.09109809881955161,0.0266970030725329,0.12400730466474066,0.7990215732654364,-2.245100654211201,0.008332546818496833,0.09730975277571376,-0.0036452627498712933,0.028568305454597265,0.0010754094904851944,-0.0046155594434627535,None,None,0.015482224690233345
M11,None,None,None,None,None,None,0.066113338033222,-0.22847668973366375,-0.045599338722443115,0.03481397608922543,0.8786924491637954,0.05344071693024791,0.7367481206772246,0.07843335105066404,-0.04458712653935394,-0.06892342575803692,0.4739461395327834,0.2860984851433052,0.01802805834224449,0.005925027685122693,-0.030988091527405077,-0.038242945480646266,0.2225175390564707,0.09274835865092702,0.5380731513535384,0.13184363626696632,-0.9310006780710952,-0.10440954082389778,0.0540058085582687,0.18409870161420738,0.49143169131092873,-2.353840534381246,0.009812162742758604,0.0053787212279102605,-0.023211475521566043,0.0006269551378759099,0.028065246516677456,0.019099738402818877,None,None,0.016895672716494677
wM06-D3,None,None,None,None,None,None,0.08838300473799761,-0.1765777900791741,-0.04222601135597968,0.05698498600266558,0.686986677329968,0.04209562951250046,0.5802414927117956,0.057882756881745004,-0.00503167161305325,-0.028020429838182023,0.31439050981165034,0.2728010034490078,0.011646011021499147,0.00040710957320055224,-0.012258331018667048,0.005351460702109039,0.15684549115985763,0.08382647732915928,0.3038700699445605,0.0828553065203325,-0.9251652816557034,-0.10838873939393069,-0.002471958244981353,0.21219603390996694,0.4871488890290056,-1.3692154580920082,0.08636063133124683,0.0807616005391804,-0.0030260399040323007,0.014970856836039407,-0.011865472491566689,-0.01781904794291187,None,None,0.02887311770947805
wB97X,None,None,None,None,None,None,0.10004549434912398,-0.05917956862873181,0.012710705231106163,0.0904502945495883,0.6943850169746296,0.07144275095671476,0.62980162378296,0.09285201253083257,0.011510892683106672,-0.011006957572084116,0.4374515899815116,0.2855193022449346,0.007153521358526866,0.030808322383506233,0.010261523361421773,-0.0006091942394102559,0.023074904063121373,0.068365021846346,0.20296659277911336,0.06719614009800458,-0.9132881055752223,-0.059598126974764055,0.05336954898506734,0.16060493803047626,0.5286333605224894,-1.4701220560512094,-0.10533831857867669,0.11546321489057992,-0.016335450393346714,0.035196512007089883,-0.02199636926443306,0.016459610699662085,None,None,0.034007773344751094
BLYP,None,None,None,None,None,None,0.2956462821073718,-1.08993392392951,-0.4612581247482261,0.03368007559028815,-0.5788985709487956,-0.20018568018276983,-0.32527600297118375,-0.18843607505020024,-0.010477267701596703,-0.17193477956581832,-0.5858560465967444,0.011506214658805799,0.024965120820821876,-0.14980775589058642,-0.01816286186001514,-0.1579255075053387,-0.8850908269778317,-0.6061560481617907,-0.5037998911106478,-0.7466056843197935,-0.9432073023925387,-0.48280034565974256,-0.1837182851238732,-0.7160837001768621,0.9680395443985205,9.989931451401672,-0.26058028991641397,-0.08564786926730274,-0.14927752235545924,-0.23695938906571687,0.06830582617401065,-0.08697615560861692,None,None,0.04896933150200361
B3LYP,None,None,None,None,None,None,0.26825323379667826,-0.4989140847206549,-0.24461021012014061,0.06885489254469315,-0.07692540392288315,-0.04429050728446568,0.07266580845812375,-0.02747579771884058,0.017312553892740785,-0.07788541894817606,-0.15325418160072593,0.15620017696717917,0.03729870017594431,-0.036028954016477203,0.0427466137659728,-0.05357032006290114,-0.5297727804080921,-0.23236054480713142,-0.21195670120205015,-0.29325585842840307,-0.9310677488978321,-0.24084379458391023,-0.04880332230899465,-0.27510850783813245,0.7888386947497869,4.42822970757699,-0.09808241670122575,-0.02001243395725622,-0.05718933723398985,-0.08585391608011216,0.048243794192556644,-0.023809418932862123,None,None,0.052111641135794
M06-SX,None,None,None,None,None,None,-0.014603837794991666,-0.23991849459519873,0.07741439790409996,0.1209189198077108,0.5197821654603458,0.07212554646612164,0.4586805329196925,0.08595810594305484,0.008552833360204105,0.016846466604683218,0.2590346441272646,0.26829318772351507,0.03312421175492615,0.01910504537408578,-0.033071374287008064,-0.0862200202330873,0.0021237989273061764,-0.05175034162567253,0.27136615816219767,-0.044099170390297766,-0.9570796704632215,-0.035310028236328186,0.09571863806604965,-0.0888364145880522,0.751268606128706,0.7710294024931175,-0.11904157315818824,0.04642833570887996,0.017963202840118535,0.03421656420886061,0.01697019599924619,-0.008528622225562898,None,None,0.07088941913695555
M06-L,None,None,None,None,None,None,-0.03459676080837579,-0.9642890068858512,-0.15913532747915754,0.1285604752910771,0.2197925466582246,-0.08617586389597355,0.09205482021057598,-0.08633832998788493,0.03094000728990024,-0.023855326126473154,-0.12681069089280775,0.17001244806270802,0.06188176647568862,-0.06313143520654733,0.06472931755330161,-0.13313258335014827,-0.27544824625874453,-0.3704919143771755,-0.0039376905720695425,-0.4566798199896736,-0.9853961813306806,-0.381321050048141,-0.11236514908250066,-0.44226599274799333,0.9197074384035009,6.569391589754846,-0.40134578424582473,0.15719174963050178,-0.08394929441527783,-0.07651270424537059,-0.0022080882709102504,-0.032302928806723794,None,None,0.09726787469706312
M06-L-D3(0),None,None,None,None,None,None,-0.03167916742045816,-0.9664609002126396,-0.15956001938329675,0.12989314553090006,0.22261024843643873,-0.08677683109453325,0.09555521415249398,-0.08675627841026654,0.03161494050144924,-0.023929316379681355,-0.12696401862507373,0.1700349535644804,0.0630437431076189,-0.06305950243493605,0.0627438212454041,-0.13340920676685078,-0.2729962117978992,-0.37232937597601196,-0.001586695224791256,-0.45852286811049386,-0.9843853458944029,-0.38301740512832916,-0.11386021840559118,-0.4417934726388797,0.9297900055772171,6.6214771759999715,-0.39578482427338857,0.15763638476630118,-0.0834010107632964,-0.07691571242101004,-0.0005593997959346208,-0.032423515960576105,None,None,0.09963213549262294
